,location,total_sqft,bath,price,bhk
8301,Vittasandra,1246.0,2.0,67.3,2
8302,Vittasandra,1404.0,2.0,70.0,2
8303,Vittasandra,1259.0,2.0,67.48,2
8304,Vittasandra,1404.0,2.0,75.0,2
8306,Vittasandra,1246.0,2.0,69.0,2
8307,Vittasandra,1246.0,2.0,67.0,2
8310,Vittasandra,1404.0,2.0,72.0,2
8311,Vittasandra,1246.0,2.0,67.5,2
8312,Vittasandra,1246.0,2.0,67.5,2
8313,Vittasandra,1404.0,2.0,70.0,2
8314,Vittasandra,1404.0,2.0,67.5,2
8315,Vittasandra,1246.0,2.0,65.0,2
8316,Vittasandra,1246.0,2.0,67.4,2
8320,Whitefield,2785.0,5.0,295.0,4
8321,Whitefield,1610.0,3.0,81.0,3
8322,Whitefield,1459.0,2.0,94.82,2
8325,Whitefield,4200.0,4.0,420.0,4
8328,Whitefield,1280.0,2.0,75.0,2
8330,Whitefield,1910.0,3.0,161.0,3
8331,Whitefield,3252.0,4.0,230.0,4
8332,Whitefield,11890.0,4.0,700.0,4
8335,Whitefield,1150.0,2.0,70.0,2
8336,Whitefield,1768.0,3.0,101.0,3
8338,Whitefield,4144.0,4.0,315.0,4
8339,Whitefield,4104.0,4.0,360.0,4
8340,Whitefield,1790.0,3.0,100.0,3
8341,Whitefield,1720.0,3.0,100.0,3
8343,Whitefield,1640.0,4.0,91.0,3
8346,Whitefield,2280.0,4.0,126.0,3
8348,Whitefield,1447.0,2.0,83.0,2
8350,Whitefield,1897.0,3.0,130.0,3
8351,Whitefield,2225.0,2.0,125.0,3
8352,Whitefield,4348.5,2.0,304.0,4
8355,Whitefield,2268.0,3.0,163.0,4
8358,Whitefield,2400.0,4.0,200.0,4
8360,Whitefield,1360.0,2.0,95.0,2
8362,Whitefield,1697.0,3.0,94.79,3
8363,Whitefield,5000.0,4.0,400.0,4
8364,Whitefield,4800.0,4.0,525.0,4
8365,Whitefield,3000.0,5.0,250.0,4
8366,Whitefield,1700.0,3.0,115.0,3
8369,Whitefield,2842.0,3.0,162.0,3
8373,Whitefield,1500.0,3.0,130.0,3
8374,Whitefield,1280.0,2.0,75.0,2
8376,Whitefield,1405.0,2.0,78.0,3
8377,Whitefield,2225.0,3.0,115.0,3
8378,Whitefield,1272.0,2.0,95.05,2
8381,Whitefield,1192.0,2.0,71.0,2
8385,Whitefield,1626.0,3.0,89.0,3
8386,Whitefield,1585.0,3.0,88.0,3
8387,Whitefield,665.0,2.0,28.585,1
8389,Whitefield,1280.0,2.0,85.0,2
8390,Whitefield,1200.0,3.0,68.5,3
8391,Whitefield,4000.0,4.0,330.0,4
8392,Whitefield,1420.0,2.0,136.0,2
8393,Whitefield,1697.0,3.0,108.0,3
8395,Whitefield,3606.0,4.0,312.0,4
8396,Whitefield,1204.0,4.0,125.0,4
8397,Whitefield,1485.0,2.0,90.0,2
8398,Whitefield,950.0,1.0,50.0,1
8400,Whitefield,825.0,1.0,45.0,1
8403,Whitefield,1635.0,2.0,85.0,3
8404,Whitefield,1216.0,2.0,79.0,2
8410,Whitefield,920.0,2.0,63.0,2
8412,Whitefield,1170.0,2.0,71.0,2
8413,Whitefield,1118.0,2.0,75.0,2
8414,Whitefield,1800.0,3.0,110.0,3
8415,Whitefield,1562.0,3.0,103.0,3
8418,Whitefield,2321.0,4.0,128.0,3
8419,Whitefield,1320.0,2.0,95.0,2
8422,Whitefield,3010.0,3.0,200.0,3
8423,Whitefield,1346.0,2.0,96.17,2
8424,Whitefield,3850.0,5.0,316.0,3
8428,Whitefield,2500.0,4.0,155.0,4
8429,Whitefield,905.0,1.0,55.0,1
8431,Whitefield,2268.0,3.0,146.0,4
8434,Whitefield,630.5,1.0,32.79,1
8435,Whitefield,3537.0,5.0,210.0,4
8437,Whitefield,1697.0,3.0,115.0,3
8440,Whitefield,1520.0,2.0,150.0,3
8442,Whitefield,3250.0,5.0,290.0,5
8446,Whitefield,1269.0,2.0,75.0,2
8447,Whitefield,3227.0,5.0,250.0,5
8448,Whitefield,1545.0,3.0,79.0,3
8451,Whitefield,3262.0,4.0,260.0,4
8453,Whitefield,1132.0,2.0,79.28,2
8455,Whitefield,3000.0,4.0,330.0,4
8457,Whitefield,2830.0,5.0,160.0,4
8459,Whitefield,1195.0,2.0,70.0,2
8460,Whitefield,3480.0,4.0,284.0,3
8462,Whitefield,3004.0,4.0,285.0,4
8463,Whitefield,1250.0,2.0,72.0,2
8464,Whitefield,709.0,1.0,34.385,1
8465,Whitefield,1340.0,2.0,77.0,2
8466,Whitefield,1320.0,2.0,79.5,2
8467,Whitefield,750.0,2.0,52.7,2
8468,Whitefield,1200.0,3.0,61.96,3
8470,Whitefield,3000.0,4.0,306.0,4
8474,Whitefield,2094.0,2.0,113.19,3
8476,Whitefield,3445.0,5.0,270.0,4
8477,Whitefield,1700.0,3.0,140.0,3
8478,Whitefield,4827.0,4.0,400.0,4
8479,Whitefield,1405.0,2.0,84.5,2
8481,Whitefield,3252.0,4.0,280.0,4
8483,Whitefield,1150.0,2.0,90.0,2
8484,Whitefield,2400.0,4.0,147.0,4
8486,Whitefield,624.0,1.0,35.0,1
8489,Whitefield,1700.0,3.0,95.0,3
8490,Whitefield,4960.0,4.0,400.0,4
8491,Whitefield,2928.0,4.0,198.0,4
8493,Whitefield,2700.0,5.0,175.0,3
8494,Whitefield,1216.0,2.0,84.0,2
8495,Whitefield,2882.0,5.0,204.0,4
8496,Whitefield,1840.0,3.0,140.0,3
8497,Whitefield,1778.0,3.0,122.0,3
8498,Whitefield,1400.0,2.0,80.0,2
8499,Whitefield,650.0,1.0,25.0,1
8500,Whitefield,2155.0,3.0,125.0,4
8501,Whitefield,905.0,1.0,52.0,1
8505,Whitefield,810.0,1.0,21.0,1
8506,Whitefield,1216.0,2.0,69.06,2
8507,Whitefield,1216.0,2.0,75.0,2
8508,Whitefield,1355.0,2.0,78.0,2
8509,Whitefield,1255.0,2.0,77.0,2
8510,Whitefield,1216.0,2.0,73.0,2
8511,Whitefield,709.0,1.0,34.735,1
8515,Whitefield,1745.0,3.0,100.0,3
8516,Whitefield,3200.0,4.0,224.0,4
8518,Whitefield,825.0,1.0,44.9,1
8522,Whitefield,1870.0,3.0,138.0,3
8525,Whitefield,1862.0,3.0,125.0,3
8526,Whitefield,1655.0,3.0,113.0,3
8527,Whitefield,530.0,1.0,29.44,1
8529,Whitefield,905.0,1.0,50.0,1
8530,Whitefield,1600.0,3.0,82.0,3
8531,Whitefield,1230.0,4.0,80.0,4
8533,Whitefield,630.5,1.0,32.15,1
8534,Whitefield,905.0,1.0,52.0,1
8538,Whitefield,1216.0,2.0,83.0,2
8544,Whitefield,1216.0,2.0,75.0,2
8545,Whitefield,4000.0,4.0,380.0,4
8556,Whitefield,750.0,1.0,51.0,1
8559,Whitefield,1173.0,2.0,77.0,2
8560,Whitefield,1200.0,3.0,68.4,3
8563,Whitefield,1216.0,2.0,69.0,2
8564,Whitefield,3425.0,5.0,250.0,4
8569,Whitefield,2173.0,3.0,128.0,3
8571,Whitefield,905.0,1.0,62.0,1
8572,Whitefield,1870.0,3.0,138.0,3
8573,Whitefield,1320.0,2.0,99.26,2
8574,Whitefield,2901.0,4.0,190.0,3
8575,Whitefield,1485.0,2.0,96.51,2
8576,Whitefield,1755.0,3.0,101.0,3
8578,Whitefield,2225.0,3.0,149.0,3
8579,Whitefield,1250.0,2.0,82.0,2
8581,Whitefield,1800.0,4.0,178.0,4
8582,Whitefield,605.0,1.0,40.0,1
8585,Whitefield,2210.0,3.0,156.0,3
8586,Whitefield,1173.0,2.0,78.2,2
8587,Whitefield,1740.0,4.0,130.0,3
8588,Whitefield,5924.0,4.0,625.0,4
8589,Whitefield,1216.0,2.0,75.0,2
8591,Whitefield,1655.0,3.0,120.0,3
8592,Whitefield,4003.0,6.0,300.0,4
8594,Whitefield,1180.0,2.0,70.0,2
8596,Whitefield,2023.0,4.0,130.0,3
8597,Whitefield,2134.0,4.0,118.0,3
8600,Whitefield,905.0,1.0,60.0,1
8606,Whitefield,1452.0,3.0,90.0,3
8607,Whitefield,2850.0,5.0,240.0,4
8610,Whitefield,2830.0,5.0,190.0,4
8611,Whitefield,1295.0,2.0,78.5,2
8612,Whitefield,840.0,1.0,57.6,1
8613,Whitefield,640.0,1.0,19.83,1
8614,Whitefield,1991.0,3.0,104.0,3
8618,Whitefield,1655.0,3.0,97.0,3
8619,Whitefield,1850.0,3.0,150.0,3
8620,Whitefield,1200.0,3.0,67.77,3
8621,Whitefield,1290.0,2.0,90.0,2
8624,Whitefield,1216.0,2.0,75.0,2
8625,Whitefield,1356.0,2.0,94.84,2
8626,Whitefield,1338.0,2.0,103.0,2
8627,Whitefield,4097.0,3.0,400.0,3
8630,Whitefield,3450.0,4.0,208.0,3
8634,Whitefield,1267.0,2.0,90.33,2
8635,Whitefield,5000.0,5.0,550.0,4
8636,Whitefield,2400.0,4.0,143.0,4
8637,Whitefield,1836.0,3.0,125.0,3
8639,Whitefield,3596.0,3.0,200.0,3
8640,Whitefield,1275.0,2.0,65.0,3
8643,Whitefield,1216.0,2.0,82.0,2
8644,Whitefield,1495.0,3.0,88.0,2
8645,Whitefield,1564.0,3.0,103.0,3
8646,Whitefield,1585.0,3.0,84.0,3
8649,Whitefield,1558.0,3.0,90.0,3
8650,Whitefield,1216.0,2.0,75.0,2
8651,Whitefield,1227.0,2.0,70.0,2
8652,Whitefield,1704.0,3.0,120.0,3
8654,Whitefield,1256.0,2.0,73.0,2
8657,Whitefield,1300.0,2.0,78.0,2
8658,Whitefield,1570.0,3.0,88.0,3
8659,Whitefield,1216.0,2.0,84.03,2
8661,Whitefield,1216.0,2.0,72.5,2
8663,Whitefield,2025.0,4.0,115.0,3
8664,Whitefield,1346.0,2.0,100.0,3
8668,Whitefield,2990.0,3.0,198.0,4
8671,Whitefield,1720.0,3.0,98.97,3
8672,Whitefield,1600.0,3.0,95.0,3
8673,Whitefield,1655.0,3.0,108.0,3
8674,Whitefield,1740.0,3.0,95.0,3
8676,Whitefield,1350.0,2.0,88.0,2
8678,Whitefield,1216.0,2.0,80.0,2
8679,Whitefield,2900.0,4.0,225.0,4
8680,Whitefield,1340.0,2.0,101.0,2
8682,Whitefield,1500.0,3.0,78.57,3
8683,Whitefield,1626.0,3.0,85.0,3
8685,Whitefield,1100.0,2.0,65.0,2
8687,Whitefield,1270.0,2.0,65.0,3
8688,Whitefield,3117.0,3.0,261.0,3
8689,Whitefield,1216.0,2.0,73.0,2
8691,Whitefield,3150.0,3.0,290.0,3
8693,Whitefield,2956.0,5.0,234.0,4
8697,Whitefield,2247.0,3.0,145.0,3
8698,Whitefield,3940.0,5.0,265.0,4
8700,Whitefield,1160.0,2.0,67.0,2
8702,Whitefield,1180.0,2.0,77.0,2
8703,Whitefield,2140.0,3.0,139.0,3
8704,Whitefield,1314.0,2.0,84.0,2
8707,Whitefield,1012.0,2.0,58.0,2
8711,Whitefield,1500.0,6.0,155.0,5
8712,Whitefield,1431.0,3.0,85.0,3
8713,Whitefield,524.0,1.0,29.0,1
8714,Whitefield,2830.0,4.0,161.0,4
8715,Whitefield,2135.0,3.0,149.0,4
8717,Whitefield,3075.0,2.0,188.0,4
8718,Whitefield,1760.0,3.0,160.0,3
8719,Whitefield,1655.0,3.0,110.0,3
8720,Whitefield,840.0,1.0,57.0,1
8721,Whitefield,1725.0,3.0,106.0,3
8723,Whitefield,2064.0,5.0,225.0,4
8725,Whitefield,516.0,1.0,39.0,1
8727,Whitefield,6000.0,4.0,410.0,4
8728,Whitefield,1639.0,3.0,107.0,3
8729,Whitefield,1820.0,3.0,113.0,3
8731,Whitefield,3565.0,4.0,218.0,4
8732,Whitefield,3410.0,5.0,253.0,4
8735,Whitefield,4500.0,4.0,330.0,4
8736,Whitefield,1250.0,2.0,85.0,2
8738,Whitefield,1277.0,2.0,77.0,2
8739,Whitefield,1820.0,3.0,140.0,3
8740,Whitefield,3453.0,4.0,247.0,4
8746,Whitefield,2280.0,4.0,125.0,3
8747,Whitefield,2882.0,5.0,200.0,4
8749,Whitefield,1639.5,3.0,92.63,3
8752,Whitefield,1190.0,2.0,70.0,2
8754,Whitefield,1270.0,2.0,94.0,2
8755,Whitefield,1220.0,2.0,89.0,2
8758,Whitefield,3758.0,3.0,300.0,3
8763,Whitefield,1216.0,2.0,72.0,2
8765,Whitefield,5400.0,5.0,475.0,4
8766,Whitefield,1396.0,3.0,74.0,3
8775,Whitefield,1615.0,3.0,96.9,3
8781,Whitefield,1200.0,2.0,70.0,2
8784,Whitefield,1216.0,2.0,75.0,2
8786,Whitefield,2321.0,4.0,157.0,3
8787,Whitefield,1224.0,2.0,75.0,2
8788,Whitefield,1655.0,3.0,113.0,3
8790,Whitefield,4144.0,5.0,331.0,5
8794,Whitefield,1200.0,3.0,67.75,3
8795,Whitefield,2444.0,4.0,145.0,4
8796,Whitefield,1270.0,2.0,110.0,2
8797,Whitefield,1660.0,3.0,110.0,3
8798,Whitefield,1270.0,2.0,105.0,2
8800,Whitefield,1344.0,3.0,130.0,4
8801,Whitefield,1173.0,2.0,78.2,2
8802,Whitefield,1362.0,2.0,85.0,2
8804,Whitefield,1457.0,2.0,105.0,3
8805,Whitefield,1720.0,3.0,128.0,3
8809,Whitefield,1564.0,3.0,103.0,3
8813,Whitefield,1639.0,3.0,107.0,3
8814,Whitefield,1760.0,3.0,139.0,3
8815,Whitefield,613.0,1.0,48.0,1
8816,Whitefield,1730.0,3.0,125.0,3
8818,Whitefield,877.0,1.0,59.0,1
8822,Yelachenahalli,1464.0,2.0,105.0,3
8823,Yelachenahalli,2400.0,1.0,150.0,2
8824,Yelachenahalli,1700.0,3.0,130.0,3
8825,Yelachenahalli,1130.0,2.0,40.0,2
8826,Yelachenahalli,1080.0,2.0,55.0,2
8827,Yelachenahalli,1400.0,2.0,78.0,2
8828,Yelachenahalli,1080.0,2.0,38.0,2
8829,Yelachenahalli,1330.0,3.0,73.5,3
8830,Yelachenahalli,800.0,1.0,30.0,2
8831,Yelachenahalli,1100.0,2.0,60.0,2
8833,Yelachenahalli,1110.0,2.0,110.0,2
8834,Yelachenahalli,1103.0,2.0,55.0,2
8835,Yelachenahalli,1000.0,2.0,50.0,2
8836,Yelahanka,2475.0,4.0,186.0,4
8837,Yelahanka,660.0,1.0,48.0,1
8839,Yelahanka,1326.0,2.0,78.0,2
8840,Yelahanka,3050.0,5.0,213.0,5
8841,Yelahanka,1327.0,2.0,98.0,2
8848,Yelahanka,1705.0,3.0,95.0,3
8850,Yelahanka,1234.0,2.0,80.0,2
8851,Yelahanka,1315.0,2.0,85.0,2
8852,Yelahanka,1170.0,2.0,62.5,2
8854,Yelahanka,697.0,1.0,45.0,1
8857,Yelahanka,2195.0,4.0,127.0,3
8859,Yelahanka,1614.0,3.0,95.0,3
8861,Yelahanka,628.0,1.0,24.0,1
8862,Yelahanka,3770.0,6.0,110.0,6
8863,Yelahanka,1537.0,3.0,120.0,3
8866,Yelahanka,654.0,1.0,38.4,1
8874,Yelahanka,1825.0,3.0,105.0,3
8875,Yelahanka,1603.0,3.0,96.0,3
8876,Yelahanka,1304.0,2.0,79.0,2
8877,Yelahanka,1550.0,3.0,120.0,3
8878,Yelahanka,1610.0,3.0,115.0,3
8882,Yelahanka,915.0,2.0,48.0,2
8884,Yelahanka,1517.0,3.0,76.3,3
8888,Yelahanka,1327.0,2.0,85.0,2
8891,Yelahanka,1566.0,3.0,97.0,3
8893,Yelahanka,1653.0,3.0,120.0,3
8894,Yelahanka,1275.0,2.0,95.0,3
8895,Yelahanka,1270.0,2.0,78.0,2
8896,Yelahanka,1400.0,2.0,80.54,3
8898,Yelahanka,1322.0,2.0,86.0,2
8899,Yelahanka,1100.0,2.0,70.0,2
8900,Yelahanka,1200.0,2.0,70.0,2
8903,Yelahanka,2675.0,4.0,140.0,4
8905,Yelahanka,654.0,1.0,37.0,1
8907,Yelahanka,1465.0,3.0,80.01,3
8911,Yelahanka,1692.0,3.0,83.0,3
8916,Yelahanka,2145.0,3.0,125.0,3
8918,Yelahanka,1322.0,2.0,75.0,2
8921,Yelahanka,602.0,1.0,26.0,1
8922,Yelahanka,1100.0,2.0,60.0,2
8923,Yelahanka,1614.0,2.0,100.0,3
8924,Yelahanka,1890.0,3.0,108.0,3
8925,Yelahanka,1556.0,3.0,86.0,3
8926,Yelahanka,1610.0,4.0,85.0,3
8928,Yelahanka,651.0,1.0,17.5,1
8933,Yelahanka,1859.0,3.0,108.0,3
8935,Yelahanka,1322.0,2.0,80.0,2
8939,Yelahanka,2600.0,4.0,175.0,4
8940,Yelahanka,1305.0,2.0,78.0,2
8942,Yelahanka,1711.0,3.0,85.61,3
8943,Yelahanka,1315.0,2.0,75.0,2
8944,Yelahanka,3600.0,6.0,200.0,6
8947,Yelahanka,1614.0,3.0,95.0,3
8948,Yelahanka,1650.0,3.0,105.0,3
8953,Yelahanka,3990.0,4.0,260.0,4
8954,Yelahanka,1620.0,3.0,90.0,3
8955,Yelahanka,654.0,1.0,36.25,1
8956,Yelahanka,1614.0,3.0,93.0,3
8957,Yelahanka,694.0,1.0,30.84,1
8958,Yelahanka,1115.0,2.0,60.0,2
8959,Yelahanka,2317.0,4.0,140.0,3
8960,Yelahanka,1653.0,3.0,93.0,3
8961,Yelahanka,654.0,1.0,38.0,1
8963,Yelahanka,1445.0,2.0,82.0,2
8965,Yelahanka,602.0,1.0,38.0,1
8966,Yelahanka,697.0,1.0,35.0,1
8968,Yelahanka,682.0,1.0,36.23,1
8970,Yelahanka,1560.0,2.0,98.0,3
8971,Yelahanka,1780.0,3.0,107.0,3
8972,Yelahanka,1076.0,2.0,78.0,2
8973,Yelahanka,1342.0,2.0,75.0,3
8974,Yelahanka,1823.0,3.0,103.0,3
8975,Yelahanka,1792.0,3.0,104.0,3
8976,Yelahanka,1304.0,2.0,69.97,2
8979,Yelahanka,1300.0,2.0,69.23,2
8980,Yelahanka,1705.0,3.0,91.0,3
8983,Yelahanka,1835.0,3.0,108.0,3
8984,Yelahanka,1847.0,3.0,92.0,3
8986,Yelahanka,1890.0,3.0,109.0,3
8987,Yelahanka,700.0,1.0,38.0,1
8988,Yelahanka,1491.0,3.0,85.0,3
8989,Yelahanka,2088.0,5.0,110.0,4
8990,Yelahanka,1330.0,2.0,93.65,2
8993,Yelahanka,3019.0,6.0,190.0,4
8996,Yelahanka,1600.0,3.0,100.0,3
9000,Yelahanka,1705.0,3.0,85.0,3
9001,Yelahanka,1350.0,2.0,85.0,3
9003,Yelahanka,1633.0,3.0,110.0,3
9004,Yelahanka,827.5,1.0,42.535,1
9006,Yelahanka,1355.0,2.0,75.0,3
9008,Yelahanka,1756.0,3.0,125.0,3
9011,Yelahanka,1104.0,2.0,58.0,2
9013,Yelahanka,1175.0,2.0,67.77,2
9014,Yelahanka,1322.0,2.0,77.9,2
9015,Yelahanka,602.0,1.0,33.0,1
9016,Yelahanka,1315.0,2.0,77.0,2
9020,Yelahanka,567.0,1.0,25.0,1
9022,Yelahanka,602.0,2.0,30.0,1
9024,Yelahanka,1234.0,2.0,80.0,2
9028,Yelahanka,1267.0,3.0,78.0,2
9029,Yelahanka,1360.0,2.0,78.19,2
9031,Yelahanka New Town,650.0,1.0,33.0,1
9032,Yelahanka New Town,500.0,1.0,20.0,1
9033,Yelahanka New Town,440.0,1.0,16.5,1
9034,Yelahanka New Town,960.0,2.0,18.0,1
9037,Yelahanka New Town,650.0,1.0,20.0,1
9038,Yelahanka New Town,1200.0,2.0,130.0,2
9039,Yelahanka New Town,350.0,1.0,13.5,1
9041,Yelahanka New Town,1385.0,2.0,65.0,2
9042,Yelahanka New Town,500.0,2.0,24.0,1
9043,Yelahanka New Town,650.0,1.0,17.0,1
9044,Yelahanka New Town,450.0,1.0,16.0,1
9046,Yelahanka New Town,960.0,2.0,50.0,2
9050,Yelahanka New Town,450.0,1.0,15.0,1
9051,Yelahanka New Town,500.0,1.0,18.0,1
9054,Yelahanka New Town,2200.0,2.0,180.0,2
9055,Yelahanka New Town,488.0,1.0,20.0,1
9056,Yelahanka New Town,1100.0,2.0,58.0,2
9057,Yelahanka New Town,860.0,1.0,31.0,2
9059,Yelahanka New Town,1000.0,2.0,44.0,2
9060,Yelahanka New Town,650.0,1.0,18.0,1
9062,Yelahanka New Town,1740.0,3.0,150.0,3
9063,Yelahanka New Town,1290.0,2.0,70.0,2
9065,Yelenahalli,1240.0,2.0,47.12,2
9066,Yelenahalli,1200.0,2.0,46.17,2
9068,Yelenahalli,1260.0,2.0,47.88,2
9070,Yelenahalli,1175.0,2.0,50.0,2
9071,Yelenahalli,1650.0,3.0,68.0,3
9072,Yelenahalli,1200.0,2.0,45.6,2
9073,Yelenahalli,1200.0,2.0,46.17,2
9074,Yelenahalli,1160.0,2.0,44.08,2
9077,Yeshwanthpur,667.0,1.0,36.85,1
9078,Yeshwanthpur,1950.0,4.0,130.0,4
9080,Yeshwanthpur,665.0,1.0,36.85,1
9084,Yeshwanthpur,671.0,1.0,36.85,1
9085,Yeshwanthpur,1852.0,3.0,160.0,3
9086,Yeshwanthpur,1277.5,2.0,95.815,2
9087,Yeshwanthpur,668.0,1.0,36.85,1
9088,Yeshwanthpur,1185.0,2.0,75.84,2
9089,Yeshwanthpur,1195.0,2.0,100.0,2
9090,Yeshwanthpur,1826.0,3.0,165.0,3
9091,Yeshwanthpur,1313.0,3.0,96.0,3
9092,Yeshwanthpur,1400.0,2.0,100.0,2
9095,Yeshwanthpur,673.0,1.0,36.85,1
9096,Yeshwanthpur,717.0,2.0,49.475,2
9099,Yeshwanthpur,605.0,1.0,41.745,1
9101,Yeshwanthpur,669.0,1.0,36.85,1
9103,Yeshwanthpur,3027.0,4.0,260.0,3
9105,Yeshwanthpur,1200.0,4.0,110.0,4
9107,Yeshwanthpur,670.0,1.0,36.85,1
9110,Yeshwanthpur,1240.0,2.0,80.0,2
9112,Yeshwanthpur,1144.0,2.0,67.0,2
9113,Yeshwanthpur,1541.0,2.0,130.0,2
9115,Yeshwanthpur,1362.0,2.0,100.0,2
9116,Yeshwanthpur,666.0,1.0,36.8,1
9117,Yeshwanthpur,770.0,1.0,70.0,2
9118,Yeshwanthpur,1855.0,3.0,140.0,3
9120,Yeshwanthpur,1165.0,2.0,85.0,2
9121,Yeshwanthpur,1860.0,3.0,168.0,3
9124,Yeshwanthpur,1825.0,3.0,145.0,3
9126,Yeshwanthpur,994.0,2.0,54.67,1
9127,Yeshwanthpur,650.0,1.0,40.0,1
9128,Yeshwanthpur,1855.0,3.0,140.0,3
9129,Yeshwanthpur,1500.0,3.0,100.0,3
9134,Yeshwanthpur,674.0,1.0,36.85,1
9136,Yeshwanthpur,672.0,1.0,36.85,1
9139,Yeshwanthpur,1195.0,2.0,100.0,2
9142,Yeshwanthpur,2500.0,5.0,185.0,6
9147,Yeshwanthpur,1855.0,3.0,135.0,3
9148,Yeshwanthpur,1876.0,3.0,160.0,3
9150,other,2770.0,4.0,290.0,3
9153,other,600.0,1.0,38.0,1
9156,other,1500.0,2.0,185.0,2
9159,other,845.0,2.0,55.0,2
9160,other,2511.0,3.0,205.0,3
9161,other,1660.0,2.0,105.0,3
9164,other,1200.0,3.0,90.0,3
9168,other,782.0,2.0,55.68,2
9169,other,1800.0,3.0,120.0,3
9171,other,945.0,2.0,54.0,2
9172,other,1870.0,3.0,110.0,3
9173,other,1260.0,2.0,85.05,3
9175,other,2795.0,4.0,235.0,3
9177,other,1904.0,3.0,150.0,3
9178,other,2000.0,3.0,175.0,3
9181,other,1500.0,3.0,100.0,3
9182,other,1846.0,3.0,300.0,3
9184,other,1783.0,3.0,115.0,3
9185,other,912.0,2.0,70.0,3
9188,other,1580.0,3.0,100.0,3
9189,other,1415.0,3.0,78.0,3
9191,other,2405.0,4.0,260.0,3
9192,other,1500.0,2.0,115.0,2
9197,other,1060.0,2.0,60.0,2
9198,other,2600.0,8.0,180.0,8
9200,other,1285.0,2.0,72.5,2
9201,other,4050.0,3.0,280.0,3
9205,other,3045.0,3.0,170.0,3
9208,other,900.0,2.0,110.0,2
9213,other,1560.0,3.0,115.0,3
9216,other,1200.0,4.0,165.0,4
9218,other,1645.0,3.0,95.0,3
9219,other,1200.0,2.0,79.0,2
9221,other,1350.0,2.0,140.0,3
9222,other,1800.0,3.0,150.0,3
9224,other,1762.0,3.0,125.0,3
9226,other,1200.0,3.0,90.0,3
9227,other,1500.0,4.0,230.0,4
9228,other,2023.71,3.0,275.0,3
9231,other,1200.0,4.0,175.0,4
9232,other,1000.0,2.0,165.0,2
9236,other,2150.0,4.0,240.0,3
9239,other,1200.0,4.0,200.0,4
9240,other,3309.0,4.0,325.0,4
9241,other,5000.0,9.0,360.0,11
9243,other,1150.0,2.0,126.0,2
9246,other,1200.0,2.0,74.0,2
9249,other,1753.0,3.0,120.0,3
9251,other,720.0,2.0,45.0,2
9254,other,1200.0,3.0,165.0,4
9255,other,700.0,1.0,41.0,1
9257,other,1595.0,3.0,115.0,3
9258,other,1353.0,2.0,110.0,2
9259,other,1200.0,2.0,85.0,1
9262,other,1325.0,2.0,90.0,3
9265,other,1056.0,2.0,80.0,2
9269,other,1544.0,3.0,120.0,3
9271,other,540.0,1.0,36.0,1
9272,other,1578.0,3.0,180.0,3
9274,other,1600.0,2.0,115.0,2
9275,other,416.0,1.0,18.5,1
9278,other,600.0,1.0,90.0,1
9279,other,834.0,1.0,60.0,1
9280,other,1125.0,4.0,70.0,3
9281,other,3000.0,5.0,260.0,4
9282,other,2160.0,5.0,250.0,6
9284,other,469.0,1.0,25.0,1
9286,other,4000.0,3.0,660.0,3
9290,other,1630.0,2.0,200.0,2
9292,other,1200.0,2.0,70.0,3
9293,other,1350.0,3.0,77.0,3
9294,other,4046.0,4.0,445.0,4
9295,other,1180.0,2.0,78.34,3
9296,other,1355.0,2.0,115.0,2
9297,other,600.0,1.0,50.0,1
9298,other,1875.0,3.0,165.0,3
9299,other,600.0,2.0,55.0,2
9302,other,1750.0,3.0,120.0,3
9305,other,1092.0,2.0,98.5,3
9308,other,1855.0,3.0,225.0,3
9312,other,425.0,1.0,20.03,1
9314,other,600.0,1.0,60.0,1
9315,other,1468.0,2.0,140.0,2
9316,other,4300.0,5.0,550.0,4
9318,other,775.0,2.0,55.0,2
9321,other,1352.0,3.0,135.0,3
9324,other,1200.0,3.0,95.0,4
9325,other,1976.0,3.0,184.0,3
9326,other,5500.0,4.0,600.0,4
9327,other,1200.0,3.0,95.0,3
9330,other,1180.0,2.0,69.0,2
9331,other,686.0,1.0,17.0,1
9332,other,1410.0,1.0,233.0,2
9333,other,1250.0,2.0,200.0,2
9334,other,1300.0,1.0,200.0,1
9336,other,1500.0,4.0,180.0,4
9338,other,1282.0,2.0,87.0,2
9340,other,1500.0,2.0,95.0,3
9341,other,1300.0,1.0,115.0,2
9342,other,530.0,1.0,20.0,1
9343,other,1350.0,2.0,80.0,2
9345,other,2400.0,6.0,125.0,8
9350,other,950.0,1.0,40.0,1
9353,other,1215.0,4.0,205.0,4
9358,other,1480.0,3.0,90.0,3
9359,other,3300.0,14.0,500.0,9
9360,other,1600.0,3.0,90.0,3
9361,other,720.0,2.0,120.0,2
9362,other,1200.0,4.0,135.0,4
9364,other,1500.0,3.0,115.0,3
9365,other,1824.0,3.0,125.0,3
9366,other,750.0,1.0,56.25,1
9372,other,4000.0,4.0,675.0,4
9375,other,2400.0,3.0,170.0,3
9377,other,1500.0,2.0,98.0,3
9378,other,3095.0,3.0,350.0,3
9380,other,1200.0,1.0,28.0,1
9381,other,1500.0,3.0,100.0,3
9383,other,1560.0,5.0,145.0,5
9385,other,1560.0,3.0,188.0,3
9388,other,485.0,1.0,15.0,1
9394,other,1200.0,3.0,130.0,3
9395,other,1050.0,2.0,67.0,2
